Date,Ticker,ShortName,RedCode,Tier,Ccy,DocClause,Contributor,Spread6m,Spread1y,Spread2y,Spread3y,Spread4y,Spread5y,Spread7y,Spread10y,Spread15y,Spread20y,Spread30y,Recovery,Rating6m,Rating1y,Rating2y,Rating3y,Rating4y,Rating5y,Rating7y,Rating10y,Rating15y,Rating20y,Rating30y,CompositeCurveRating,CompositeDepth5y,Sector,Region,Country,AvRating,ImpliedRating,CompositeLevel6m,CompositeLevel1y,CompositeLevel2y,CompositeLevel3y,CompositeLevel4y,CompositeLevel5y,CompositeLevel7y,CompositeLevel10y,CompositeLevel15y,CompositeLevel20y,CompositeLevel30y,CompositeLevelRecovery
23-Oct-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.19%,0.15%,0.20%,0.21%,0.27%,0.30%,0.35%,0.40%,0.39%,0.44%,0.40%,40%,NR,BB,BB,BBB,BBB,BBB,BBB,BBB,NR,NR,NR,B,6,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
26-Oct-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.19%,0.11%,0.16%,0.21%,0.27%,0.31%,0.36%,0.41%,0.47%,0.50%,0.50%,40%,NR,BBB,BBB,A,BB,A,BBB,A,NR,NR,NR,BB,6,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
27-Oct-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.16%,0.11%,0.17%,0.21%,0.27%,0.30%,0.34%,0.40%,0.45%,0.50%,0.50%,40%,NR,BB,BB,BBB,BBB,BBB,BBB,BBB,B,NR,NR,BB,6,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,DocAdj,Thin,Thin,CcyGrp
28-Oct-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.16%,0.15%,0.17%,0.21%,0.28%,0.32%,0.37%,0.42%,0.48%,0.50%,,40%,NR,NR,BB,BB,BBB,BBB,BBB,BB,NR,NR,,BBB,8,Consumer Goods,N.Amer,United States,,,Thin,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
29-Oct-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.16%,0.11%,0.17%,0.21%,0.28%,0.32%,0.37%,0.42%,0.48%,0.41%,0.40%,40%,NR,BB,BB,BB,BBB,BBB,BBB,BB,NR,NR,NR,BB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
30-Oct-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.20%,0.15%,0.17%,0.21%,0.29%,0.32%,0.37%,0.42%,0.50%,0.37%,0.33%,40%,NR,A,BB,BB,BB,BBB,BBB,BB,NR,NR,NR,BB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
2-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.19%,0.12%,0.18%,0.21%,0.29%,0.33%,0.37%,0.42%,0.48%,0.38%,0.35%,40%,NR,BBB,BB,BB,BBB,BBB,BBB,BBB,NR,NR,NR,BB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
3-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.22%,0.12%,0.17%,0.21%,0.29%,0.33%,0.38%,0.43%,0.51%,0.43%,0.37%,40%,NR,NR,BBB,BBB,BBB,BBB,BBB,BB,NR,NR,NR,BB,7,Consumer Goods,N.Amer,United States,,,Thin,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
4-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.23%,0.29%,0.17%,0.21%,0.29%,0.33%,0.38%,0.43%,0.49%,0.42%,,40%,NR,NR,BBB,BBB,BBB,A,BBB,BBB,NR,NR,,B,6,Consumer Goods,N.Amer,United States,,,Thin,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
5-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.23%,0.15%,0.18%,0.20%,0.29%,0.33%,0.38%,0.43%,0.50%,0.39%,,40%,NR,BB,BB,BBB,A,BBB,BBB,BB,NR,NR,,BB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
6-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.23%,0.15%,0.18%,0.21%,0.30%,0.34%,0.38%,0.43%,0.51%,0.40%,,40%,NR,BBB,BBB,BBB,A,A,A,BBB,NR,NR,,BB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
9-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.24%,0.14%,0.18%,0.20%,0.29%,0.34%,0.38%,0.44%,0.50%,0.42%,0.34%,40%,NR,BBB,BBB,BBB,A,A,A,BBB,NR,NR,NR,BB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
10-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.24%,0.15%,0.19%,0.22%,0.30%,0.34%,0.38%,0.44%,0.50%,0.43%,0.35%,40%,NR,BBB,NR,BB,BB,A,BBB,BBB,NR,NR,NR,BB,6,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
11-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.24%,0.15%,0.19%,0.22%,0.30%,0.34%,0.38%,0.44%,0.52%,0.43%,,40%,NR,BBB,NR,BBB,BB,A,BBB,BBB,NR,NR,,BB,6,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
12-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.20%,0.20%,0.17%,0.27%,0.30%,0.34%,0.37%,0.44%,0.43%,0.43%,0.36%,40%,NR,NR,BBB,BBB,BBB,A,BBB,BBB,NR,NR,NR,B,7,Consumer Goods,N.Amer,United States,,,Thin,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
13-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.20%,0.20%,0.24%,0.27%,0.31%,0.34%,0.38%,0.43%,0.49%,0.40%,0.36%,40%,NR,NR,NR,BBB,BB,A,A,BBB,B,NR,NR,BBB,7,Consumer Goods,N.Amer,United States,,,Thin,Thin,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,DocAdj,Thin,Thin,CcyGrp
16-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.22%,0.14%,0.18%,0.24%,0.30%,0.35%,0.38%,0.44%,0.44%,0.43%,0.42%,40%,NR,BB,BB,BB,BBB,BBB,A,BBB,NR,NR,NR,BB,6,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
17-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.22%,0.14%,0.20%,0.24%,0.31%,0.35%,0.38%,0.44%,0.53%,0.42%,0.37%,40%,B,BB,BBB,BBB,BBB,BB,BBB,BBB,NR,NR,NR,BB,5,Consumer Goods,N.Amer,United States,,,DocAdj,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
18-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.21%,0.15%,0.20%,0.24%,0.31%,0.35%,0.39%,0.44%,0.49%,0.41%,0.42%,40%,NR,BBB,A,BBB,BBB,BBB,BB,BBB,NR,BBB,NR,BB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,DocAdj,Thin,CcyGrp
19-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.20%,0.14%,0.25%,0.28%,0.31%,0.36%,0.40%,0.45%,0.52%,0.42%,0.37%,40%,NR,BBB,BB,BB,BBB,A,BB,BB,A,BBB,NR,BB,4,Consumer Goods,N.Amer,United States,,,Thin,DocAdj,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,DocAdj,Thin,CcyGrp
20-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.22%,0.16%,0.21%,0.26%,0.32%,0.37%,0.42%,0.47%,0.52%,0.44%,0.36%,40%,BBB,A,A,A,BB,BBB,A,A,NR,NR,NR,BBB,6,Consumer Goods,N.Amer,United States,,,DocAdj,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
23-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.25%,0.29%,0.30%,0.33%,0.37%,0.40%,0.44%,0.46%,0.55%,0.43%,0.40%,40%,NR,CCC,BB,BB,BB,BB,A,BB,NR,NR,NR,BBB,4,Consumer Goods,N.Amer,United States,,,Thin,DocAdj,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,DocAdj,Thin,Thin,Thin,CcyGrp
24-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.24%,0.17%,0.23%,0.30%,0.35%,0.40%,0.44%,0.48%,0.58%,0.46%,0.41%,40%,A,BB,A,AA,AA,A,AA,AA,NR,NR,NR,BBB,5,Consumer Goods,N.Amer,United States,,,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
25-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.25%,0.17%,0.23%,0.28%,0.35%,0.39%,0.43%,0.48%,0.57%,0.45%,0.40%,40%,NR,BBB,BBB,BBB,AA,AA,BB,BB,NR,NR,NR,BB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
26-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.25%,0.17%,0.23%,0.28%,0.35%,0.39%,0.43%,0.48%,0.57%,0.45%,0.40%,40%,NR,A,A,A,AA,AA,BBB,BBB,NR,NR,NR,BBB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
27-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.24%,0.17%,0.23%,0.28%,0.35%,0.39%,0.44%,0.49%,0.56%,0.46%,0.41%,40%,NR,A,A,A,AA,AA,A,A,A,NR,NR,BBB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp
30-Nov-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.27%,0.20%,0.31%,0.32%,0.36%,0.40%,0.45%,0.50%,0.56%,0.45%,0.41%,40%,NR,BB,BB,BBB,BBB,A,BBB,BB,NR,NR,NR,BB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
1-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.27%,0.30%,0.23%,0.30%,0.35%,0.39%,0.45%,0.49%,0.56%,0.44%,0.41%,40%,NR,NR,BB,BBB,BBB,BBB,BBB,BBB,A,NR,NR,B,9,Consumer Goods,N.Amer,United States,,,Thin,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,CcyGrp
2-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.27%,0.20%,0.31%,0.27%,0.35%,0.39%,0.44%,0.49%,0.59%,0.45%,,40%,BBB,NR,NR,BB,A,BBB,BBB,BB,NR,NR,,B,6,Consumer Goods,N.Amer,United States,,,DocAdj,Thin,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
3-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.26%,0.18%,0.23%,0.26%,0.34%,0.38%,0.43%,0.48%,0.57%,0.43%,0.40%,40%,BBB,BB,BB,BB,A,BBB,BBB,BBB,NR,NR,NR,BB,8,Consumer Goods,N.Amer,United States,,,DocAdj,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
4-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,,0.17%,0.22%,0.26%,0.33%,0.38%,0.43%,0.48%,0.56%,0.43%,0.40%,40%,,BB,A,BB,AA,BBB,BBB,BBB,NR,NR,NR,BBB,8,Consumer Goods,N.Amer,United States,,,,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
7-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.30%,0.19%,0.23%,0.27%,0.34%,0.38%,0.44%,0.48%,0.54%,0.43%,,40%,NR,BBB,A,BBB,BBB,BBB,BBB,BBB,A,BBB,,BB,8,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,DocAdj,,CcyGrp
8-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,,0.18%,0.22%,0.26%,0.33%,0.38%,0.42%,0.47%,0.56%,0.43%,0.39%,40%,,BBB,BB,BB,AA,BBB,BBB,BB,NR,NR,NR,BBB,8,Consumer Goods,N.Amer,United States,,,,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
9-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.26%,0.16%,0.22%,0.25%,0.32%,0.36%,0.42%,0.47%,0.54%,0.45%,,40%,NR,A,A,A,A,A,A,AA,NR,NR,,BBB,5,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
10-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.26%,0.16%,0.21%,0.24%,0.31%,0.36%,0.41%,0.47%,0.55%,0.40%,0.39%,40%,NR,A,A,AA,A,AA,BBB,AA,NR,NR,NR,BBB,6,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
11-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,,0.16%,0.21%,0.24%,0.31%,0.36%,0.40%,0.45%,0.53%,0.39%,0.35%,40%,,A,AA,AA,AA,AA,A,AA,NR,BBB,NR,A,7,Consumer Goods,N.Amer,United States,,,,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,DocAdj,Thin,CcyGrp
14-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,,0.16%,0.19%,0.23%,0.30%,0.35%,0.40%,0.44%,0.53%,0.40%,0.36%,40%,,BBB,BB,BBB,AA,A,A,AA,NR,NR,NR,BBB,7,Consumer Goods,N.Amer,United States,,,,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
15-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.24%,0.15%,0.20%,0.24%,0.30%,0.35%,0.40%,0.45%,0.52%,0.39%,0.36%,40%,NR,BBB,AA,A,AA,A,AA,AA,NR,NR,NR,BBB,8,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
16-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.24%,0.14%,0.20%,0.26%,0.29%,0.34%,0.39%,0.44%,0.52%,0.36%,0.32%,40%,BB,BBB,BBB,NR,BB,BBB,BBB,A,NR,NR,NR,BB,6,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
17-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.23%,0.14%,0.21%,0.25%,0.29%,0.34%,0.39%,0.45%,0.53%,0.40%,0.36%,40%,NR,B,BB,BB,BBB,A,A,A,NR,NR,NR,BB,6,Consumer Goods,N.Amer,United States,,,Thin,DocAdj,DocAdj,DocAdj,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
18-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,,0.15%,0.20%,0.25%,0.30%,0.34%,0.39%,0.44%,0.52%,0.39%,0.35%,40%,,BBB,BBB,BB,BB,BBB,BBB,BBB,NR,NR,NR,BBB,6,Consumer Goods,N.Amer,United States,,,,CcyGrp,DocAdj,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
21-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,,0.14%,0.18%,0.24%,0.28%,0.34%,0.39%,0.44%,0.43%,0.39%,,40%,,A,A,A,BB,BBB,BB,BB,NR,NR,,BBB,6,Consumer Goods,N.Amer,United States,,,,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
22-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,,0.14%,0.19%,0.21%,0.28%,0.33%,0.38%,0.43%,0.51%,0.38%,0.54%,40%,,A,BBB,BBB,BBB,BBB,BBB,BBB,NR,NR,NR,BBB,7,Consumer Goods,N.Amer,United States,,,,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
23-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.10%,0.13%,0.18%,0.21%,0.28%,0.33%,0.38%,0.43%,0.50%,0.38%,0.57%,40%,NR,BB,BB,A,BBB,A,BB,A,NR,B,NR,BBB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,DocAdj,Thin,CcyGrp
24-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.11%,0.13%,0.17%,0.21%,0.28%,0.33%,0.37%,0.43%,0.50%,0.38%,,40%,NR,BBB,BB,A,BBB,A,BB,A,NR,BB,,BBB,6,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,DocAdj,,CcyGrp
25-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.11%,0.13%,0.17%,0.21%,0.28%,0.33%,0.37%,0.43%,0.50%,0.38%,0.57%,40%,NR,BBB,BBB,A,BBB,A,BBB,A,NR,BB,NR,BBB,6,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,DocAdj,Thin,CcyGrp
28-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.11%,0.13%,0.17%,0.21%,0.27%,0.32%,0.37%,0.43%,0.50%,0.38%,0.57%,40%,NR,BBB,BBB,A,BBB,A,A,BBB,NR,BB,NR,BBB,8,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,DocAdj,Thin,CcyGrp
29-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.11%,0.13%,0.17%,0.22%,0.28%,0.32%,0.37%,0.42%,0.48%,0.37%,0.33%,40%,NR,A,BBB,BBB,BBB,A,A,A,NR,BBB,NR,BBB,8,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,DocAdj,Thin,CcyGrp
30-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.11%,0.13%,0.17%,0.21%,0.28%,0.32%,0.37%,0.43%,0.51%,0.38%,0.55%,40%,NR,BBB,BBB,BBB,A,A,A,BBB,NR,NR,NR,BBB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
31-Dec-09,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.11%,0.13%,0.17%,0.21%,0.28%,0.32%,0.37%,0.43%,0.51%,0.38%,0.33%,40%,NR,BBB,BBB,BBB,A,A,A,BBB,NR,NR,NR,BBB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
1-Jan-10,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.11%,0.13%,0.17%,0.21%,0.28%,0.32%,0.37%,0.43%,0.51%,0.38%,0.33%,40%,NR,BBB,BBB,BBB,A,A,A,A,NR,NR,NR,BBB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,Thin,CcyGrp
4-Jan-10,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,,0.13%,0.17%,0.20%,0.27%,0.32%,0.38%,0.43%,0.41%,0.37%,,40%,,BBB,BBB,BBB,BBB,A,A,A,NR,NR,,BBB,6,Consumer Goods,N.Amer,United States,,,,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
5-Jan-10,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,,0.12%,0.17%,0.20%,0.27%,0.32%,0.37%,0.43%,0.46%,0.38%,0.46%,40%,,BBB,BBB,BBB,BBB,A,A,A,NR,B,NR,BBB,6,Consumer Goods,N.Amer,United States,,,,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,DocAdj,Thin,CcyGrp
6-Jan-10,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.07%,0.13%,0.17%,0.23%,0.27%,0.32%,0.37%,0.44%,0.44%,0.39%,,40%,NR,BB,BB,NR,BB,BBB,BBB,BBB,NR,NR,,BB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
7-Jan-10,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.07%,0.14%,0.19%,0.18%,0.26%,0.31%,0.37%,0.42%,0.44%,0.39%,,40%,NR,BBB,BBB,A,BB,BBB,BBB,BBB,NR,NR,,BBB,6,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
8-Jan-10,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.13%,0.17%,0.22%,0.27%,0.31%,0.37%,0.43%,0.44%,0.39%,,40%,NR,BBB,A,NR,A,A,A,BBB,NR,NR,,BBB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
11-Jan-10,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.12%,0.17%,0.18%,0.26%,0.31%,0.37%,0.42%,0.44%,0.36%,,40%,NR,BB,BB,A,BBB,BBB,A,BB,NR,NR,,BBB,7,Consumer Goods,N.Amer,United States,,,Thin,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
12-Jan-10,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.13%,0.18%,0.23%,0.28%,0.33%,0.38%,0.45%,0.43%,0.38%,,40%,B,BBB,BBB,BBB,BBB,BBB,BBB,BBB,NR,NR,,BBB,7,Consumer Goods,N.Amer,United States,,,DocAdj,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
13-Jan-10,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,,0.13%,0.18%,0.22%,0.27%,0.33%,0.38%,0.43%,0.51%,0.38%,,40%,,BBB,BBB,BBB,BBB,BBB,BBB,BBB,NR,NR,,BBB,8,Consumer Goods,N.Amer,United States,,,,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,CcyGrp,Thin,Thin,,CcyGrp
