Date,Ticker,ShortName,RedCode,Tier,Ccy,DocClause,Contributor,Spread6m,Spread1y,Spread2y,Spread3y,Spread4y,Spread5y,Spread7y,Spread10y,Spread15y,Spread20y,Spread30y,Recovery,Rating6m,Rating1y,Rating2y,Rating3y,Rating4y,Rating5y,Rating7y,Rating10y,Rating15y,Rating20y,Rating30y,CompositeCurveRating,CompositeDepth5y,Sector,Region,Country,AvRating,ImpliedRating,CompositeLevel6m,CompositeLevel1y,CompositeLevel2y,CompositeLevel3y,CompositeLevel4y,CompositeLevel5y,CompositeLevel7y,CompositeLevel10y,CompositeLevel15y,CompositeLevel20y,CompositeLevel30y,CompositeLevelRecovery
17-Jan-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.05%,0.07%,0.10%,0.12%,0.14%,0.19%,0.26%,0.32%,0.33%,0.38%,40.00%,BB,BBB,BBB,A,BBB,BBB,BB,BB,BB,BB,BBB,A,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,CcyGrp
18-Jan-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.05%,0.07%,0.10%,0.12%,0.14%,0.19%,0.26%,0.32%,0.33%,0.38%,40.00%,BB,BBB,BBB,A,BBB,BBB,BB,BB,BB,BB,BB,A,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,CcyGrp
19-Jan-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.05%,0.07%,0.10%,0.12%,0.14%,0.19%,0.26%,0.32%,0.33%,0.38%,40.00%,BB,BBB,BBB,BB,BBB,BB,BB,BB,BB,BB,BB,A,11,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,CcyGrp
20-Jan-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.05%,0.07%,0.10%,0.12%,0.14%,0.19%,0.26%,0.32%,0.33%,0.38%,40.00%,BB,BBB,BBB,BBB,BBB,BB,BB,BB,BB,BB,BB,A,11,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,CcyGrp
23-Jan-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.05%,0.07%,0.09%,0.12%,0.14%,0.19%,0.26%,0.32%,0.32%,0.38%,40.00%,BB,BB,BB,BB,BBB,BB,BB,BBB,B,BB,BB,BBB,10,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,CcyGrp
24-Jan-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.05%,0.07%,0.09%,0.12%,0.14%,0.19%,0.26%,0.32%,0.32%,0.38%,40.00%,BB,BB,BB,BB,BBB,BB,BB,BBB,BB,BB,BB,A,11,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,CcyGrp
25-Jan-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.05%,0.07%,0.10%,0.13%,0.14%,0.19%,0.26%,0.32%,0.32%,0.38%,40.00%,BB,BB,BBB,BB,BB,BB,BB,BB,B,BB,B,BBB,10,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,CcyGrp
26-Jan-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.05%,0.07%,0.10%,0.13%,0.14%,0.19%,0.26%,0.32%,0.31%,0.38%,40.00%,BB,BB,BBB,BBB,BB,BB,BB,BB,B,BB,B,BBB,10,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,CcyGrp
27-Jan-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.07%,0.10%,0.12%,0.14%,0.19%,0.26%,0.31%,0.31%,0.38%,39.52%,BB,BB,BBB,A,BB,BBB,BB,BB,B,BB,B,BBB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
30-Jan-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.07%,0.10%,0.12%,0.14%,0.19%,0.26%,0.31%,0.31%,0.36%,39.30%,BB,BBB,BBB,A,BB,BB,BB,BB,B,BB,BBB,A,11,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
31-Jan-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.07%,0.10%,0.12%,0.14%,0.19%,0.26%,0.31%,0.31%,0.36%,39.28%,BB,BBB,BBB,A,BB,BBB,BB,BB,B,BB,BBB,A,11,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
1-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.07%,0.09%,0.12%,0.14%,0.19%,0.25%,0.31%,0.31%,0.36%,39.32%,B,BBB,BB,A,BB,BB,BB,BB,B,BB,BB,BBB,11,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
2-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.07%,0.10%,0.12%,0.14%,0.19%,0.25%,0.31%,0.31%,0.36%,39.29%,BB,BB,BBB,BBB,BB,BBB,BB,BB,B,BB,B,BBB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
3-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.07%,0.10%,0.12%,0.13%,0.19%,0.25%,0.31%,0.32%,0.35%,39.28%,B,BB,BB,BBB,BB,BBB,BB,BB,B,BB,B,BBB,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
6-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.07%,0.09%,0.12%,0.13%,0.19%,0.25%,0.31%,0.31%,0.36%,39.28%,BBB,BB,BB,BBB,BB,BBB,BB,BB,B,BB,B,BBB,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
7-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.07%,0.09%,0.12%,0.13%,0.18%,0.25%,0.31%,0.31%,0.35%,39.32%,BBB,BB,BB,BB,BB,BBB,BB,BB,B,BB,B,BBB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
8-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.07%,0.09%,0.13%,0.13%,0.18%,0.26%,0.33%,0.31%,0.37%,39.32%,BB,BBB,BB,BB,BB,BBB,BB,BB,BB,BB,B,BBB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
9-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.07%,0.09%,0.13%,0.14%,0.19%,0.26%,0.33%,0.31%,0.37%,39.29%,BB,BB,BB,BB,BB,BBB,BBB,BB,B,BB,B,BBB,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
10-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.07%,0.09%,0.13%,0.14%,0.19%,0.25%,0.33%,0.31%,0.37%,39.28%,BB,BB,BB,BB,BB,BBB,BBB,BB,BB,BB,B,BBB,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
13-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.04%,0.07%,0.09%,0.13%,0.14%,0.19%,0.26%,0.30%,0.32%,0.34%,39.28%,B,BB,BB,BBB,B,BBB,BBB,BB,B,BB,B,BBB,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
14-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.04%,0.07%,0.09%,0.13%,0.14%,0.19%,0.26%,0.30%,0.31%,0.34%,39.28%,B,BB,BB,BBB,B,BBB,BBB,BB,B,BB,B,BBB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
15-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.05%,0.07%,0.10%,0.13%,0.15%,0.20%,0.26%,0.30%,0.31%,0.32%,39.28%,B,BBB,BB,BBB,B,A,BB,BB,BB,BBB,B,BBB,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
16-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.05%,0.07%,0.10%,0.13%,0.14%,0.20%,0.27%,0.30%,0.31%,0.32%,39.28%,B,BBB,BB,BBB,B,BBB,BBB,BB,BBB,BBB,B,BBB,14,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
17-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.05%,0.07%,0.10%,0.13%,0.14%,0.20%,0.26%,0.30%,0.31%,0.32%,39.28%,B,BBB,BB,BBB,B,BBB,BB,BB,BBB,BBB,B,BBB,14,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
20-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.05%,0.07%,0.10%,0.12%,0.14%,0.19%,0.26%,0.32%,0.30%,0.30%,39.25%,BB,BBB,BB,BBB,BB,BBB,BBB,BB,NR,BBB,B,A,14,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Thin,DocAdj,DocAdj,Entity Tier
21-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.05%,0.07%,0.09%,0.12%,0.14%,0.20%,0.26%,0.30%,0.30%,0.32%,39.32%,B,BB,BB,BB,B,BBB,BB,BB,BBB,BBB,B,BBB,14,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
22-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.05%,0.07%,0.09%,0.12%,0.14%,0.19%,0.26%,0.30%,0.30%,0.32%,39.32%,BB,BB,BBB,BBB,B,BBB,BBB,BBB,BBB,BBB,B,BBB,15,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
23-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.05%,0.07%,0.09%,0.12%,0.14%,0.19%,0.26%,0.30%,0.30%,0.32%,39.29%,BB,BB,BBB,BBB,BB,BBB,BBB,BBB,BBB,BBB,B,BBB,15,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
24-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.05%,0.07%,0.09%,0.12%,0.14%,0.19%,0.25%,0.30%,0.30%,0.32%,39.32%,BB,BBB,BBB,BBB,B,BBB,BBB,BBB,BBB,BBB,B,BBB,16,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
27-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.05%,0.07%,0.09%,0.12%,0.14%,0.19%,0.25%,0.30%,0.30%,0.32%,39.32%,B,BBB,BB,BBB,BB,BBB,BBB,BB,BBB,BBB,B,BBB,15,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
28-Feb-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.05%,0.07%,0.09%,0.12%,0.14%,0.20%,0.26%,0.30%,0.30%,0.30%,39.28%,BB,BB,BB,BBB,BBB,BBB,BBB,BB,B,B,B,BBB,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
1-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.05%,0.07%,0.09%,0.13%,0.14%,0.20%,0.26%,0.30%,0.30%,0.32%,39.28%,BB,BB,BBB,BBB,BB,BBB,BBB,BB,B,BBB,B,BBB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
2-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.05%,0.07%,0.09%,0.13%,0.14%,0.20%,0.26%,0.30%,0.30%,0.32%,39.25%,BB,BB,BB,BBB,BB,BB,BBB,BB,B,BBB,B,BBB,11,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
3-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.04%,0.07%,0.09%,0.13%,0.14%,0.20%,0.26%,0.30%,0.30%,0.32%,39.25%,BB,BB,BB,BBB,B,BB,BBB,BBB,B,BBB,B,BB,11,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
6-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.04%,0.07%,0.09%,0.12%,0.14%,0.20%,0.26%,0.29%,0.30%,0.31%,39.29%,B,BBB,BB,BBB,B,BBB,BB,BB,BBB,BBB,B,BB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
7-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.04%,0.07%,0.09%,0.12%,0.14%,0.20%,0.26%,0.29%,0.31%,0.33%,39.32%,BB,BB,BB,BBB,B,BBB,BBB,BB,BBB,BB,B,BB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
8-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.05%,0.05%,0.07%,0.09%,0.13%,0.14%,0.20%,0.26%,0.29%,0.31%,0.33%,39.25%,BBB,BB,BB,BBB,NR,BBB,BBB,BB,B,BB,B,BBB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,Thin,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
9-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.05%,0.07%,0.09%,0.13%,0.14%,0.20%,0.27%,0.29%,0.31%,0.33%,39.25%,B,BB,BB,BBB,NR,BBB,BBB,BB,BBB,BB,B,BBB,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,Thin,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
10-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.05%,0.07%,0.09%,0.12%,0.15%,0.20%,0.27%,0.29%,0.31%,0.39%,40.00%,B,BBB,BB,BB,BB,BBB,BB,BB,BBB,BB,B,BBB,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
13-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.04%,0.07%,0.09%,0.12%,0.14%,0.20%,0.26%,0.27%,0.35%,0.37%,40.00%,BB,BB,BBB,BB,BB,BBB,AA,BB,BBB,BBB,B,A,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
14-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.04%,0.07%,0.09%,0.12%,0.14%,0.20%,0.26%,0.27%,0.35%,0.39%,40.00%,BB,BBB,BBB,BBB,BB,BBB,BB,BB,BBB,B,B,BBB,14,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
15-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.04%,0.07%,0.09%,0.12%,0.14%,0.20%,0.26%,0.27%,0.27%,0.39%,40.00%,B,BBB,BB,BBB,BB,BBB,BB,BB,B,B,B,BBB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
16-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.05%,0.07%,0.09%,0.12%,0.14%,0.20%,0.25%,0.27%,0.27%,0.39%,40.00%,BB,BBB,BB,BBB,BB,BBB,BB,BB,BB,B,B,BBB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
17-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.05%,0.07%,0.09%,0.12%,0.14%,0.20%,0.25%,0.27%,0.27%,0.39%,40.00%,BB,BBB,BBB,BBB,BB,BBB,BB,BB,BB,B,B,BBB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
20-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.05%,0.07%,0.09%,0.12%,0.14%,0.20%,0.25%,0.29%,0.27%,0.39%,40.00%,BB,BB,BBB,BBB,BB,BBB,BB,BB,B,B,B,BBB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
21-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.05%,0.07%,0.09%,0.12%,0.14%,0.20%,0.25%,0.29%,0.27%,0.37%,40.00%,BB,BB,BBB,BBB,BB,BBB,BB,BB,B,B,NR,BBB,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Thin,Entity Tier
22-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.05%,0.07%,0.09%,0.12%,0.14%,0.20%,0.25%,0.29%,0.27%,0.37%,40.00%,BBB,BB,BBB,BBB,BB,BBB,BB,BB,B,B,NR,BBB,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Thin,Entity Tier
23-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.04%,0.06%,0.08%,0.12%,0.14%,0.20%,0.25%,0.29%,0.30%,0.36%,40.00%,BBB,BB,BB,BBB,BB,BBB,BB,BBB,BB,BB,BBB,BBB,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
24-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.04%,0.06%,0.08%,0.12%,0.14%,0.20%,0.25%,0.29%,0.30%,0.36%,40.00%,BBB,BB,BB,BBB,BB,BBB,BB,BB,B,BB,BBB,BBB,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
27-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.04%,0.06%,0.08%,0.12%,0.14%,0.19%,0.25%,0.29%,0.30%,0.34%,40.00%,BBB,BB,BB,BBB,BB,BBB,BB,BB,BB,BB,B,BBB,14,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
28-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.04%,0.06%,0.08%,0.11%,0.14%,0.19%,0.25%,0.29%,0.27%,0.34%,40.00%,BB,BB,BB,BBB,BB,BBB,BB,BB,B,B,B,BBB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
29-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.04%,0.04%,0.06%,0.08%,0.12%,0.14%,0.19%,0.25%,0.29%,0.27%,0.34%,40.00%,BB,BB,BB,BBB,BB,BB,BB,BB,B,B,B,BBB,11,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
30-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.06%,0.09%,0.11%,0.14%,0.19%,0.25%,0.29%,0.27%,0.34%,40.00%,BB,BBB,BB,BBB,BB,BB,BB,BB,B,B,BB,BBB,11,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
31-Mar-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.06%,0.09%,0.11%,0.14%,0.19%,0.25%,0.29%,0.27%,0.36%,40.00%,BB,BBB,BB,BBB,BB,BB,BB,BB,BB,B,NR,A,10,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Thin,Entity Tier
3-Apr-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.06%,0.09%,0.12%,0.14%,0.19%,0.25%,0.30%,0.29%,0.38%,40.00%,B,BB,BB,BBB,B,BBB,BB,BB,B,B,BB,BBB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
4-Apr-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.06%,0.09%,0.12%,0.14%,0.19%,0.25%,0.30%,0.28%,0.38%,40.00%,BB,BB,BB,BBB,B,BBB,BB,BB,BB,B,BB,BBB,13,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
5-Apr-06,CL,Colgate Palmolive Co,1AD578,SNRFOR,USD,XR14,Composite,0.03%,0.04%,0.06%,0.09%,0.12%,0.14%,0.19%,0.25%,0.30%,0.28%,0.38%,40.00%,B,BB,BB,BBB,B,BBB,BB,BB,B,B,BB,BBB,12,Consumer Goods,N.Amer,United States,,,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,DocAdj,Entity Tier
